
Count Name
    2 C:\unificard\backend\src\core\social\ports\social-repository.port.ts
    2 C:\unificard\backend\src\modules\social\social.model.ts
    2 C:\unificard\backend\src\modules\social\social.types.ts
    2 C:\unificard\backend\src\core\companies\company-members.types.ts
    2 C:\unificard\backend\src\modules\loyalty\loyalty.service.ts
    2 C:\unificard\backend\src\modules\marketplace\marketplace-public.routes.ts
    2 C:\unificard\backend\src\modules\human-mvp\human-mvp-service-offer.service.ts
    2 C:\unificard\backend\src\core\events\__tests__\event.service.test.ts
    2 C:\unificard\backend\src\modules\social-actions\social-actions.types.ts
    2 C:\unificard\backend\src\modules\services\services.service.ts
    2 C:\unificard\backend\src\core\events\__tests__\event-economy.service.test.ts
    2 C:\unificard\backend\src\modules\social\social-groups-light.service.ts
    2 C:\unificard\backend\src\modules\human-mvp\human-mvp-opportunity.service.ts
    2 C:\unificard\backend\src\modules\social\social-relationships.service.ts
    2 C:\unificard\backend\src\core\events\event-economy.service.ts
    2 C:\unificard\backend\src\modules\marketplace\fiscal-document.service.ts
    2 C:\unificard\backend\src\modules\live-chat\live-presence.service.ts
    1 C:\unificard\frontend\src\pages\VotesPage.tsx
    1 C:\unificard\frontend\src\types\event-spec.ts
    1 C:\unificard\backend\src\modules\marketplace\commission.service.ts
    1 C:\unificard\backend\src\core\unifybank\donation.service.ts
    1 C:\unificard\frontend\src\components\events\EventPage.tsx
    1 C:\unificard\frontend\src\components\CompanyValidationModal.tsx
    1 C:\unificard\backend\src\modules\loyalty\loyalty.types.ts
    1 C:\unificard\backend\src\modules\human-mvp\human-mvp-matching.service.ts
    1 C:\unificard\backend\src\jobs\post-event-split.job.ts
    1 C:\unificard\backend\src\modules\marketplace\fulfillment.service.ts
    1 C:\unificard\backend\src\modules\marketplace\purchase-order.service.ts
    1 C:\unificard\frontend\src\pages\GrupoDetailPage.tsx
    1 C:\unificard\backend\src\modules\human-mvp\human-mvp.routes.ts
    1 C:\unificard\frontend\src\components\social\TransactionImpact.tsx
    1 C:\unificard\backend\src\modules\groups\groups.types.ts
    1 C:\unificard\frontend\src\components\social\CommentsDrawer.tsx
    1 C:\unificard\frontend\src\components\social\PostComposer.tsx
    1 C:\unificard\backend\src\modules\media\media.routes.ts
    1 C:\unificard\frontend\src\components\social\CulturalEventCard.tsx
    1 C:\unificard\backend\src\modules\loyalty\loyalty.routes.ts
    1 C:\unificard\backend\src\modules\marketplace\payment-execution.service.ts
    1 C:\unificard\backend\src\modules\work\tests\work.e2e.spec.ts
    1 C:\unificard\frontend\src\api\publication.ts
    1 C:\unificard\backend\scripts\seed-group-categories.ts
    1 C:\unificard\backend\src\modules\social-chat\social-chat.model.ts
    1 C:\unificard\backend\src\modules\social-chat\social-chat.types.ts
    1 C:\unificard\backend\src\core\events\event-economic-phase.service.ts
    1 C:\unificard\backend\src\core\events\__tests__\operational-commitments.service.test.ts
    1 C:\unificard\backend\src\scripts\seed-health-taxonomies.ts
    1 C:\unificard\backend\src\services\events\event-lifecycle.routes.ts
    1 C:\unificard\backend\src\modules\social\social-2.0.routes.ts
    1 C:\unificard\backend\src\contracts\marketplace\RegionalActivationRule.contract.ts
    1 C:\unificard\backend\src\scripts\populate-category-keywords.ts
    1 C:\unificard\backend\src\scripts\migrate-categories-to-subcategories.ts
    1 C:\unificard\backend\src\core\companies\company-canonical.routes.ts
    1 C:\unificard\backend\src\core\city\city-readiness\city-readiness.service.ts
    1 C:\unificard\backend\src\core\categories\hobby-rate-limit.service.ts
    1 C:\unificard\backend\src\core\db\seed.ts
    1 C:\unificard\backend\src\services\events\EventService.ts
    1 C:\unificard\backend\src\core\feed\feed-plugin.cache.ts
    1 C:\unificard\backend\src\modules\services\service-bundle.service.ts
    1 C:\unificard\frontend\src\api\profile.ts
    1 C:\unificard\backend\scripts\fetch-cbo.ts
    1 C:\unificard\frontend\src\api\impact.ts
    1 C:\unificard\frontend\src\api\group-timeline.ts
    1 C:\unificard\frontend\src\api\event-spec.ts
    1 C:\unificard\backend\scripts\inspect-groups-schema.ts
    1 C:\unificard\backend\src\core\categories\__tests__\ssot.test.ts
    1 C:\unificard\backend\src\core\rate-limiting\business-rate-limit.service.ts
    1 C:\unificard\backend\tests\integration\category-navigation-vs-search.test.ts
    1 C:\unificard\backend\tests\integration\bank-transactions-splits.test.ts
    1 C:\unificard\backend\tests\integration\bank-ledger.test.ts
    1 C:\unificard\backend\scripts\seed-cbo.ts
    1 C:\unificard\backend\src\core\plan\plan.routes.ts
    1 C:\unificard\backend\src\modules\rides\services\pricing.service.ts
    1 C:\unificard\backend\src\services\schedule\CompanyScheduleService.ts
    1 C:\unificard\backend\src\core\tenants\system-tenant.ts
    1 C:\unificard\backend\src\modules\marketplace\external-payment-provider.mock.ts

